"ID";"Image";"Name";"Reference";"Category";"Base price";"Final price";"Quantity";"Status";
"301";"http://www.maxokraft.com/img/p/3/3.jpg";"dhoti";"BS_2";"dhoti_2";"1150.000000";"1150";"10";"1";
